1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,
4924,Virginia,VA,7,H0VA07075,,Floyd C.,Bayne,"Bayne, Floyd C.",,IGR,,,,,15164,6.50%,,,,
4925,Virginia,VA,7,n/a,,,Scattered,Scattered,,W,,,,,413,0.18%,,,,
4928,Virginia,VA,8,H0VA08040,(I),"James P. ""Jim,"" Jr.",Moran,"Moran, James P. ""Jim,"" Jr.",,DEM,Unopposed,,,,116404,61.03%,,,,
4929,Virginia,VA,8,H0VA08149,,J. Patrick,Murray,"Murray, J. Patrick",,REP,7136,51.75%,,,71145,37.30%,,,,
4930,Virginia,VA,8,H0VA08131,,Matthew B.,Berry,"Berry, Matthew B.",,REP,6654,48.25%,,,,,,,,
4932,Virginia,VA,8,H8VA08142,,J. Ron,Fisher,"Fisher, J. Ron",,IGR,,,,,2707,1.42%,,,,
4933,Virginia,VA,8,n/a,,,Scattered,Scattered,,W,,,,,492,0.26%,,,,
4936,Virginia,VA,9,H0VA09055,,H. Morgan,Griffith,"Griffith, H. Morgan",,REP,*,,,,95726,51.21%,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
4937,Virginia,VA,9,H0VA09113,,William R.,Carr,"Carr, William R.",,REP,,,,,,,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
4938,Virginia,VA,9,H0VA09055,,H. Morgan,Griffith,"Griffith, H. Morgan",,REP,,,,,,,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
4939,Virginia,VA,9,H0VA09063,,Adam N.,Light,"Light, Adam N.",,REP,,,,,,,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
4940,Virginia,VA,9,H0VA09071,,David,Moore,"Moore, David",,REP,,,,,,,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
4941,Virginia,VA,9,H0VA09089,,Jessee,Ring,"Ring, Jessee",,REP,,,,,,,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
4942,Virginia,VA,9,H0VA09097,,Brandon,Roop,"Roop, Brandon",,REP,,,,,,,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
4943,Virginia,VA,9,H2VA09010,(I),Rick C.,Boucher,"Boucher, Rick C.",,DEM,*,,,,86743,46.41%,,,"* The political parties may choose to nominate by convention rather than by primary election.  Convention nominees are noted with an asterisk.  The dates of the conventions by Congressional District, if applicable, were:  1st  Democratic 5/8,",
4944,Virginia,VA,9,H0VA09048,,Jeremiah D.,Heaton,"Heaton, Jeremiah D.",,IND,,,,,4282,2.29%,,,,
4945,Virginia,VA,9,n/a,,,Scattered,Scattered,,W,,,,,166,0.09%,,,,
4948,Virginia,VA,10,H6VA10050,(I),Frank R.,Wolf,"Wolf, Frank R.",,REP,Unopposed,,,,131116,62.87%,,,,
4949,Virginia,VA,10,H0VA10137,,Jeffery R.,Barnett,"Barnett, Jeffery R.",,DEM,Unopposed,,,,72604,34.81%,,,,
4950,Virginia,VA,10,H0VA10145,,William B.,Redpath,"Redpath, William B.",,LIB,,,,,4607,2.21%,,,,
4951,Virginia,VA,10,n/a,,,Scattered,Scattered,,W,,,,,229,0.11%,,,,
4954,Virginia,VA,11,H8VA11062,(I),"Gerald E. ""Gerry""",Connolly,"Connolly, Gerald E. ""Gerry""",,DEM,Unopposed,,,,111720,49.23%,,,,
4955,Virginia,VA,11,H8VA11021,,Keith S.,Fimian,"Fimian, Keith S.",,REP,20075,55.93%,,,110739,48.79%,,,,
4956,Virginia,VA,11,H0VA11077,,Patrick S.,Herrity,"Herrity, Patrick S.",,REP,15815,44.07%,,,,,,,,
4958,Virginia,VA,11,H0VA11101,,Christopher F.,DeCarlo,"DeCarlo, Christopher F.",,IND,,,,,1846,0.81%,,,,
4959,Virginia,VA,11,H0VA11085,,David L.,Dotson,"Dotson, David L.",,LIB,,,,,1382,0.61%,,,,
4960,Virginia,VA,11,H0VA11093,,"David William, Jr.",Gillis,"Gillis, David William, Jr.",,IGR,,,,,959,0.42%,,,,
4961,Virginia,VA,11,n/a,,,Scattered,Scattered,,W,,,,,305,0.13%,,,,
4965,Virgin Islands,VI,0,H4VI00054,(I),Donna M.,Christensen,"Christensen, Donna M.",,DEM,Unopposed,,,,19844,71.73%,,,,
4966,Virgin Islands,VI,0,H0VI00029,,"Jeffrey Baxter Christian, Esq.",Moorhead,"Moorhead, Jeffrey Baxter Christian, Esq.",,NPA,,,,,5063,18.30%,,,,
4967,Virgin Islands,VI,0,H0VI00037,,Vincent Emile,Danet,"Danet, Vincent Emile",,REP,Unopposed,,,,2329,8.42%,,,,
4968,Virgin Islands,VI,0,H0VI00045,,Guillaume,Mimoun,"Mimoun, Guillaume",,NPA,,,,,419,1.51%,,,,
4969,Virgin Islands,VI,0,H0VI00052,,Jonathan,Christopher,"Christopher, Jonathan",,W,,,,,1,0.00%,,,,
4970,Virgin Islands,VI,0,H0VI00060,,Cletus,Emmanuel,"Emmanuel, Cletus",,W,,,,,1,0.00%,,,,
4971,Virgin Islands,VI,0,H0VI00078,,Mario A.,Francis,"Francis, Mario A",,W,,,,,1,0.00%,,,,
4972,Virgin Islands,VI,0,H0VI00086,,Vincent,Frazer,"Frazer, Vincent",,W,,,,,1,0.00%,,,,
4973,Virgin Islands,VI,0,H0VI00094,,Violet Ann,Golden,"Golden, Violet Anne",,W,,,,,1,0.00%,,,,
4974,Virgin Islands,VI,0,H0VI00102,,Ainsley,Lake,"Lake, Ainsley",,W,,,,,1,0.00%,,,,
4975,Virgin Islands,VI,0,H0VI00110,,Scott,Martin,"Martin, Scott",,W,,,,,1,0.00%,,,,
4976,Virgin Islands,VI,0,H0VI00128,,Lorelei,Monsanto,"Monsanto, Lorelei",,W,,,,,1,0.00%,,,,
4977,Virgin Islands,VI,0,H0VI00029,,Jeffrey,Morrhead,"Morrhead, Jeffrey",,W,,,,,1,0.00%,,,,
4978,Virgin Islands,VI,0,H0VI00136,,Annett,Parrot,"Parrot, Annett",,W,,,,,1,0.00%,,,,
4979,Virgin Islands,VI,0,H0VI00144,,Tregenza,Roach,"Roach, Tregenza",,W,,,,,1,0.00%,,,,
4983,Washington,WA,1,H2WA04090,(I),Jay,Inslee,"Inslee, Jay",,DEM,90208,55.85%,,,172642,57.67%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4984,Washington,WA,1,H0WA01082,,James,Watkins,"Watkins, James",,REP,44269,27.41%,,,126737,42.33%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4985,Washington,WA,1,H0WA01090,,Matthew,Burke,"Burke, Matthew",,REP,20185,12.50%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4986,Washington,WA,1,H0WA01108,,David D.,Schirle,"Schirle, David D.",,IP,6864,4.25%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4989,Washington,WA,2,H0WA02080,(I),Rick,Larsen,"Larsen, Rick",,DEM,73734,42.01%,,,155241,51.07%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4990,Washington,WA,2,H0WA02098,,John,Koster,"Koster, John",,REP,74032,42.18%,,,148722,48.93%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4991,Washington,WA,2,H0WA02171,,Diana,McGinness,"McGinness, Diana",,DEM,10548,6.01%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4992,Washington,WA,2,H0WA02163,,John,Carmack,"Carmack, John",,REP,9566,5.45%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4993,Washington,WA,2,H0WA02155,,Larry,Kalb,"Kalb, Larry",,DEM,7627,4.35%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4996,Washington,WA,3,H0WA03187,,Jaime ,Herrera,"Herrera, Jaime ",,REP,46001,27.83%,,,152799,52.97%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4997,Washington,WA,3,H0WA03161,,Denny,Heck,"Heck, Denny",,DEM,51895,31.40%,,,135654,47.03%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4998,Washington,WA,3,H0WA03153,,David W.,Hedrick,"Hedrick, David W.",,REP,22621,13.69%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
4999,Washington,WA,3,H0WA03138,,David B.,Castillo,"Castillo, David B.",,REP,19995,12.10%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5000,Washington,WA,3,H4WA03098,,Cheryl,Crist,"Crist, Cheryl",,DEM,18453,11.17%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5001,Washington,WA,3,H0WA03229,,Norma Jean,Stevens,"Stevens, Norma Jean",,IP,6309,3.82%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5004,Washington,WA,4,H2WA04041,(I),Doc,Hastings,"Hastings, Doc",,REP,82909,58.74%,,,156726,67.64%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5005,Washington,WA,4,H0WA04060,,Jay,Clough,"Clough, Jay",,DEM,31782,22.52%,,,74973,32.36%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5006,Washington,WA,4,H0WA04102,,Rex A.,Brocki,"Brocki, Rex A.",,TEA,9826,6.96%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5007,Washington,WA,4,H0WA04086,,Shane,Fast,"Fast, Shane",,REP,9214,6.53%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5008,Washington,WA,4,H0WA04078,,Mary Ruth,Edwards,"Edwards, Mary Ruth",,CON,4270,3.03%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5009,Washington,WA,4,H0WA04094,,Leland,Yialelis,"Yialelis, Leland",,IND,3136,2.22%,,,,,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
5012,Washington,WA,5,H4WA05077,(I),Cathy McMorris,Rodgers,"Rodgers, Cathy McMorris",,REP,106191,62.53%,,,177235,63.67%,,,"*  Washington utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.  According to the state, ""Each candidate for partisan office may state a political party that he or she prefers.  A candidate's preference does not imply that the candidate is nominated or endorsed by the party, or that the party approves of or associates with that candidate.""",
